date,pollution,weekday,hour,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010-04-27 00:00:00,13.0,1,0,-12,6.0,1013.0,NW,71.08,0,0
2010-04-27 01:00:00,16.0,1,1,-15,6.0,1012.0,NW,82.26,0,0
2010-04-27 02:00:00,15.0,1,2,-14,5.0,1011.0,NW,90.31,0,0
2010-04-27 03:00:00,17.0,1,3,-14,5.0,1011.0,NW,95.23,0,0
2010-04-27 04:00:00,18.0,1,4,-13,4.0,1011.0,NW,98.36,0,0
2010-04-27 05:00:00,22.0,1,5,-12,3.0,1010.0,NW,100.15,0,0
2010-04-27 06:00:00,19.0,1,6,-13,4.0,1010.0,NW,104.17,0,0
2010-04-27 07:00:00,22.0,1,7,-12,6.0,1010.0,NW,109.98,0,0
2010-04-27 08:00:00,27.0,1,8,-12,7.0,1010.0,NW,114.9,0,0
2010-04-27 09:00:00,31.0,1,9,-11,8.0,1009.0,NW,119.82,0,0
2010-04-27 10:00:00,42.0,1,10,-9,10.0,1009.0,NW,123.84,0,0
2010-04-27 11:00:00,46.0,1,11,-9,11.0,1008.0,NW,129.65,0,0
2010-04-27 12:00:00,50.0,1,12,-8,12.0,1008.0,NW,136.8,0,0
2010-04-27 13:00:00,45.0,1,13,-8,12.0,1007.0,NW,140.82,0,0
2010-04-27 14:00:00,47.0,1,14,-6,13.0,1006.0,NW,146.63,0,0
2010-04-27 15:00:00,30.0,1,15,-7,13.0,1007.0,NW,155.57,0,0
2010-04-27 16:00:00,31.0,1,16,-9,13.0,1006.0,NW,164.51,0,0
2010-04-27 17:00:00,16.0,1,17,-9,12.0,1007.0,NW,172.56,0,0
2010-04-27 18:00:00,14.0,1,18,-11,12.0,1007.0,NW,180.61,0,0
2010-04-27 19:00:00,17.0,1,19,-12,11.0,1008.0,NW,187.76,0,0
2010-04-27 20:00:00,15.0,1,20,-10,10.0,1010.0,NW,193.57,0,0
2010-04-27 21:00:00,14.0,1,21,-10,9.0,1011.0,NW,199.38,0,0
2010-04-27 22:00:00,14.0,1,22,-10,9.0,1011.0,NW,204.3,0,0
2010-04-27 23:00:00,11.0,1,23,-11,8.0,1011.0,NW,211.45,0,0
2010-04-28 00:00:00,24.0,2,0,-11,8.0,1012.0,NW,217.26,0,0
2010-04-28 01:00:00,27.0,2,1,-8,7.0,1012.0,NW,225.31,0,0
2010-04-28 02:00:00,15.0,2,2,-6,6.0,1011.0,NW,231.12,0,0
2010-04-28 03:00:00,13.0,2,3,-8,6.0,1011.0,NW,239.17,0,0
2010-04-28 04:00:00,11.0,2,4,-10,6.0,1011.0,NW,246.32,0,0
2010-04-28 05:00:00,11.0,2,5,-10,6.0,1011.0,NW,254.37,0,0
2010-04-28 06:00:00,13.0,2,6,-10,6.0,1012.0,NW,259.29,0,0
2010-04-28 07:00:00,13.0,2,7,-11,7.0,1013.0,NW,266.44,0,0
2010-04-28 08:00:00,14.0,2,8,-11,9.0,1014.0,NW,273.59,0,0
2010-04-28 09:00:00,15.0,2,9,-11,10.0,1014.0,NW,281.64,0,0
2010-04-28 10:00:00,14.0,2,10,-11,11.0,1014.0,NW,292.82,0,0
2010-04-28 11:00:00,19.0,2,11,-11,13.0,1014.0,NW,304.0,0,0
2010-04-28 12:00:00,14.0,2,12,-11,13.0,1014.0,NW,315.18,0,0
2010-04-28 13:00:00,13.0,2,13,-10,14.0,1013.0,NW,328.14,0,0
2010-04-28 14:00:00,15.0,2,14,-11,15.0,1012.0,NW,342.0,0,0
2010-04-28 15:00:00,11.0,2,15,-11,15.0,1012.0,NW,355.86,0,0
2010-04-28 16:00:00,20.0,2,16,-10,15.0,1012.0,NW,368.82,0,0
2010-04-28 17:00:00,16.0,2,17,-10,14.0,1012.0,NW,380.0,0,0
2010-04-28 18:00:00,14.0,2,18,-10,14.0,1012.0,NW,389.83,0,0
2010-04-28 19:00:00,17.0,2,19,-10,13.0,1012.0,NW,398.77,0,0
2010-04-28 20:00:00,16.0,2,20,-8,12.0,1013.0,NW,410.84,0,0
2010-04-28 21:00:00,15.0,2,21,-7,11.0,1014.0,NW,417.99,0,0
2010-04-28 22:00:00,38.0,2,22,-7,11.0,1014.0,NW,426.04,0,0
2010-04-28 23:00:00,15.0,2,23,-7,10.0,1013.0,NW,431.85,0,0
2010-04-29 00:00:00,18.0,3,0,-7,10.0,1013.0,NW,434.98,0,0
2010-04-29 01:00:00,16.0,3,1,-4,7.0,1012.0,SE,1.79,0,0
2010-04-29 02:00:00,19.0,3,2,-5,7.0,1012.0,NW,1.79,0,0
2010-04-29 03:00:00,18.0,3,3,-7,9.0,1012.0,cv,0.89,0,0
2010-04-29 04:00:00,20.0,3,4,-6,9.0,1012.0,NW,4.92,0,0
2010-04-29 05:00:00,19.0,3,5,-7,10.0,1012.0,NW,9.84,0,0
2010-04-29 06:00:00,17.0,3,6,-6,9.0,1012.0,NW,12.97,0,0
2010-04-29 07:00:00,21.0,3,7,-6,11.0,1013.0,NW,20.12,0,0
2010-04-29 08:00:00,20.0,3,8,-6,13.0,1013.0,NW,28.17,0,0
2010-04-29 09:00:00,19.0,3,9,-6,14.0,1013.0,NW,38.0,0,0
2010-04-29 10:00:00,17.0,3,10,-8,15.0,1013.0,NW,47.83,0,0
2010-04-29 11:00:00,16.0,3,11,-8,17.0,1013.0,NW,57.66,0,0
2010-04-29 12:00:00,15.0,3,12,-9,17.0,1013.0,NW,67.49,0,0
2010-04-29 13:00:00,17.0,3,13,-9,19.0,1013.0,NW,79.56,0,0
2010-04-29 14:00:00,22.0,3,14,-9,19.0,1012.0,NW,93.42,0,0
2010-04-29 15:00:00,19.0,3,15,-9,19.0,1012.0,NW,107.28,0,0
2010-04-29 16:00:00,17.0,3,16,-8,19.0,1012.0,NW,117.11,0,0
2010-04-29 17:00:00,18.0,3,17,-8,19.0,1013.0,NW,128.29,0,0
2010-04-29 18:00:00,27.0,3,18,-9,18.0,1013.0,NW,139.47,0,0
2010-04-29 19:00:00,22.0,3,19,-7,17.0,1014.0,NW,147.52,0,0
2010-04-29 20:00:00,18.0,3,20,-6,16.0,1015.0,NW,153.33,0,0
2010-04-29 21:00:00,19.0,3,21,-5,15.0,1016.0,NW,156.46,0,0
2010-04-29 22:00:00,15.0,3,22,-4,14.0,1017.0,NW,161.38,0,0
2010-04-29 23:00:00,19.0,3,23,-3,14.0,1017.0,NW,166.3,0,0
2010-04-30 00:00:00,27.0,4,0,-3,14.0,1017.0,NW,171.22,0,0
2010-04-30 01:00:00,21.0,4,1,-4,13.0,1017.0,NW,174.35,0,0
2010-04-30 02:00:00,24.0,4,2,-4,12.0,1017.0,NW,178.37,0,0
2010-04-30 03:00:00,32.0,4,3,-5,12.0,1017.0,NW,182.39,0,0
2010-04-30 04:00:00,40.0,4,4,-5,12.0,1017.0,NW,187.31,0,0
2010-04-30 05:00:00,36.0,4,5,-5,11.0,1016.0,NW,191.33,0,0
2010-04-30 06:00:00,20.0,4,6,-5,12.0,1017.0,NW,196.25,0,0
2010-04-30 07:00:00,32.0,4,7,-6,14.0,1017.0,NW,201.17,0,0
2010-04-30 08:00:00,28.0,4,8,-6,16.0,1017.0,NW,206.09,0,0
2010-04-30 09:00:00,21.0,4,9,-8,18.0,1017.0,NW,211.9,0,0
2010-04-30 10:00:00,20.0,4,10,-8,19.0,1017.0,NW,216.82,0,0
2010-04-30 11:00:00,19.0,4,11,-8,21.0,1016.0,NW,221.74,0,0
2010-04-30 12:00:00,19.0,4,12,-10,22.0,1015.0,NW,227.55,0,0
2010-04-30 13:00:00,16.0,4,13,-8,23.0,1014.0,NW,234.7,0,0
2010-04-30 14:00:00,20.0,4,14,-7,24.0,1012.0,NW,241.85,0,0
2010-04-30 15:00:00,15.0,4,15,-6,25.0,1011.0,NW,249.9,0,0
2010-04-30 16:00:00,20.0,4,16,-7,25.0,1010.0,NW,257.95,0,0
2010-04-30 17:00:00,20.0,4,17,-7,25.0,1010.0,NW,266.0,0,0
2010-04-30 18:00:00,23.0,4,18,-7,25.0,1009.0,SE,4.92,0,0
2010-04-30 19:00:00,37.0,4,19,-5,22.0,1009.0,SE,12.07,0,0
2010-04-30 20:00:00,34.0,4,20,-4,20.0,1009.0,SE,20.12,0,0
2010-04-30 21:00:00,39.0,4,21,-3,19.0,1010.0,SE,28.17,0,0
2010-04-30 22:00:00,45.0,4,22,-3,19.0,1010.0,SE,36.22,0,0
2010-04-30 23:00:00,54.0,4,23,-3,18.0,1010.0,SE,39.35,0,0
2010-05-01 00:00:00,62.0,5,0,-2,16.0,1010.0,cv,0.89,0,0
2010-05-01 01:00:00,70.0,5,1,0,13.0,1009.0,SE,0.89,0,0
2010-05-01 02:00:00,66.0,5,2,1,9.0,1009.0,cv,0.89,0,0
2010-05-01 03:00:00,70.0,5,3,1,8.0,1009.0,cv,1.78,0,0
2010-05-01 04:00:00,82.0,5,4,1,8.0,1009.0,NW,0.89,0,0
2010-05-01 05:00:00,97.0,5,5,2,8.0,1008.0,NW,1.78,0,0
2010-05-01 06:00:00,86.0,5,6,2,8.0,1009.0,NW,3.57,0,0
2010-05-01 07:00:00,94.0,5,7,2,13.0,1009.0,NW,5.36,0,0
2010-05-01 08:00:00,89.0,5,8,0,16.0,1009.0,cv,0.89,0,0
2010-05-01 09:00:00,90.0,5,9,0,19.0,1009.0,NW,1.79,0,0
2010-05-01 10:00:00,86.0,5,10,0,22.0,1009.0,NW,3.58,0,0
2010-05-01 11:00:00,70.0,5,11,-1,25.0,1008.0,cv,0.89,0,0
2010-05-01 12:00:00,79.0,5,12,-1,28.0,1007.0,cv,2.68,0,0
2010-05-01 13:00:00,80.0,5,13,-1,31.0,1005.0,SE,4.02,0,0
2010-05-01 14:00:00,69.0,5,14,0,31.0,1005.0,SE,9.83,0,0
2010-05-01 15:00:00,52.0,5,15,-1,32.0,1004.0,SE,15.64,0,0
2010-05-01 16:00:00,48.0,5,16,-2,32.0,1003.0,SE,22.79,0,0
2010-05-01 17:00:00,35.0,5,17,-3,31.0,1002.0,SE,29.94,0,0
2010-05-01 18:00:00,31.0,5,18,-2,29.0,1002.0,SE,37.09,0,0
2010-05-01 19:00:00,37.0,5,19,-2,27.0,1002.0,SE,42.9,0,0
2010-05-01 20:00:00,63.0,5,20,-2,26.0,1002.0,SE,48.71,0,0
2010-05-01 21:00:00,61.0,5,21,1,24.0,1003.0,SE,53.63,0,0
2010-05-01 22:00:00,74.0,5,22,2,22.0,1002.0,SE,57.65,0,0
2010-05-01 23:00:00,74.0,5,23,3,22.0,1002.0,SE,62.57,0,0
2010-05-02 00:00:00,75.0,6,0,3,21.0,1001.0,SE,66.59,0,0
2010-05-02 01:00:00,68.0,6,1,3,20.0,1001.0,SE,68.38,0,0
2010-05-02 02:00:00,77.0,6,2,4,18.0,1000.0,SE,71.51,0,0
2010-05-02 03:00:00,93.0,6,3,6,18.0,1001.0,SE,73.3,0,0
2010-05-02 04:00:00,102.0,6,4,7,17.0,1000.0,NE,1.79,0,0
2010-05-02 05:00:00,111.0,6,5,7,16.0,1000.0,cv,0.89,0,0
2010-05-02 06:00:00,127.0,6,6,9,16.0,1001.0,NE,0.89,0,0
2010-05-02 07:00:00,132.0,6,7,10,17.0,1002.0,NW,1.79,0,0
2010-05-02 08:00:00,146.0,6,8,10,19.0,1003.0,NE,1.79,0,0
2010-05-02 09:00:00,151.0,6,9,10,22.0,1003.0,NE,3.58,0,0
2010-05-02 10:00:00,142.0,6,10,8,25.0,1003.0,NW,3.13,0,0
2010-05-02 11:00:00,115.0,6,11,7,26.0,1003.0,NE,1.79,0,0
2010-05-02 12:00:00,59.0,6,12,-1,30.0,1002.0,cv,0.89,0,0
2010-05-02 13:00:00,63.0,6,13,-5,32.0,1002.0,SE,4.92,0,0
2010-05-02 14:00:00,65.0,6,14,-5,32.0,1002.0,NW,4.02,0,0
2010-05-02 15:00:00,57.0,6,15,-4,32.0,1001.0,NW,7.15,0,0
2010-05-02 16:00:00,55.0,6,16,-6,32.0,1001.0,NW,16.09,0,0
2010-05-02 17:00:00,45.0,6,17,-7,31.0,1002.0,NW,25.03,0,0
2010-05-02 18:00:00,39.0,6,18,-8,30.0,1002.0,NW,33.08,0,0
2010-05-02 19:00:00,32.0,6,19,-4,25.0,1003.0,NW,38.0,0,0
2010-05-02 20:00:00,32.0,6,20,-9,26.0,1004.0,NW,43.81,0,0
2010-05-02 21:00:00,31.0,6,21,-8,24.0,1005.0,SE,3.13,0,0
2010-05-02 22:00:00,32.0,6,22,-9,22.0,1006.0,cv,0.89,0,0
2010-05-02 23:00:00,24.0,6,23,-9,22.0,1006.0,NE,1.79,0,0
2010-05-03 00:00:00,36.0,0,0,-2,18.0,1006.0,cv,0.89,0,0
2010-05-03 01:00:00,56.0,0,1,0,14.0,1007.0,cv,1.78,0,0
2010-05-03 02:00:00,43.0,0,2,-1,15.0,1007.0,cv,2.23,0,0
2010-05-03 03:00:00,69.0,0,3,0,14.0,1007.0,cv,3.12,0,0
2010-05-03 04:00:00,45.0,0,4,3,13.0,1008.0,NW,1.79,0,0
2010-05-03 05:00:00,44.0,0,5,-2,13.0,1008.0,NW,3.58,0,0
2010-05-03 06:00:00,64.0,0,6,-2,15.0,1009.0,cv,0.45,0,0
2010-05-03 07:00:00,80.0,0,7,5,16.0,1010.0,NW,1.79,0,0
2010-05-03 08:00:00,53.0,0,8,-2,21.0,1010.0,NW,3.58,0,0
2010-05-03 09:00:00,102.0,0,9,3,23.0,1010.0,cv,0.89,0,0
2010-05-03 10:00:00,133.0,0,10,3,22.0,1010.0,SE,4.02,0,0
2010-05-03 11:00:00,151.0,0,11,4,23.0,1010.0,SE,7.15,0,0
2010-05-03 12:00:00,149.0,0,12,6,23.0,1009.0,SE,8.94,0,0
2010-05-03 13:00:00,141.0,0,13,6,23.0,1008.0,SE,12.07,0,0
2010-05-03 14:00:00,146.0,0,14,6,24.0,1007.0,SE,15.2,0,0
2010-05-03 15:00:00,150.0,0,15,6,23.0,1006.0,SE,18.33,0,0
2010-05-03 16:00:00,150.0,0,16,7,23.0,1005.0,NE,3.13,0,0
2010-05-03 17:00:00,151.0,0,17,7,23.0,1005.0,cv,0.89,0,0
2010-05-03 18:00:00,142.0,0,18,6,22.0,1006.0,NE,1.79,0,0
2010-05-03 19:00:00,138.0,0,19,5,23.0,1006.0,NW,4.02,0,0
2010-05-03 20:00:00,142.0,0,20,6,20.0,1007.0,NW,8.04,0,0
2010-05-03 21:00:00,142.0,0,21,4,21.0,1007.0,cv,0.89,0,0
2010-05-03 22:00:00,150.0,0,22,5,19.0,1005.0,SE,4.02,0,0
2010-05-03 23:00:00,160.0,0,23,5,21.0,1006.0,cv,1.79,0,0
2010-05-04 00:00:00,118.0,1,0,4,20.0,1006.0,SE,4.02,0,1
2010-05-04 01:00:00,114.0,1,1,7,18.0,1005.0,cv,0.89,0,0
2010-05-04 02:00:00,111.0,1,2,9,16.0,1005.0,SE,0.89,0,0
2010-05-04 03:00:00,113.0,1,3,10,15.0,1005.0,SE,4.02,0,0
2010-05-04 04:00:00,120.0,1,4,10,15.0,1005.0,cv,0.89,0,0
2010-05-04 05:00:00,129.0,1,5,9,14.0,1005.0,NW,0.89,0,0
2010-05-04 06:00:00,133.0,1,6,10,13.0,1005.0,SE,0.89,0,0
2010-05-04 07:00:00,118.0,1,7,10,16.0,1005.0,NW,1.79,0,0
2010-05-04 08:00:00,119.0,1,8,8,19.0,1005.0,cv,0.89,0,0
2010-05-04 09:00:00,118.0,1,9,8,20.0,1005.0,SE,1.79,0,0
2010-05-04 10:00:00,132.0,1,10,9,21.0,1005.0,SE,3.58,0,0
2010-05-04 11:00:00,128.0,1,11,8,23.0,1004.0,cv,1.79,0,0
2010-05-04 12:00:00,135.0,1,12,8,24.0,1002.0,cv,3.58,0,0
2010-05-04 13:00:00,123.0,1,13,11,25.0,1002.0,SE,4.02,0,0
2010-05-04 14:00:00,118.0,1,14,13,25.0,1001.0,SE,7.15,0,0
2010-05-04 15:00:00,104.0,1,15,15,25.0,1000.0,SE,11.17,0,0
2010-05-04 16:00:00,121.0,1,16,15,24.0,999.0,SE,16.98,0,0
2010-05-04 17:00:00,136.0,1,17,15,23.0,999.0,SE,21.9,0,0
2010-05-04 18:00:00,172.0,1,18,16,22.0,999.0,SE,26.82,0,1
2010-05-04 19:00:00,208.0,1,19,17,19.0,1000.0,SE,29.95,0,3
2010-05-04 20:00:00,228.0,1,20,18,19.0,999.0,SE,31.74,0,4
2010-05-04 21:00:00,201.0,1,21,17,19.0,1000.0,SE,35.76,0,0
2010-05-04 22:00:00,142.0,1,22,16,19.0,1000.0,SE,39.78,0,1
2010-05-04 23:00:00,154.0,1,23,16,18.0,1000.0,SE,44.7,0,2
2010-05-05 00:00:00,165.0,2,0,16,17.0,999.0,SE,49.62,0,3
2010-05-05 01:00:00,182.0,2,1,15,17.0,999.0,SE,53.64,0,5
2010-05-05 02:00:00,158.0,2,2,15,16.0,997.0,SE,57.66,0,6
2010-05-05 03:00:00,181.0,2,3,15,16.0,997.0,SE,59.45,0,0
2010-05-05 04:00:00,202.0,2,4,15,16.0,996.0,SE,63.47,0,0
2010-05-05 05:00:00,202.0,2,5,15,16.0,996.0,SE,65.26,0,0
2010-05-05 06:00:00,198.0,2,6,14,16.0,997.0,SE,67.05,0,0
2010-05-05 07:00:00,215.0,2,7,15,16.0,998.0,SE,68.84,0,0
2010-05-05 08:00:00,216.0,2,8,15,16.0,997.0,SE,71.97,0,0
2010-05-05 09:00:00,261.0,2,9,15,17.0,998.0,SE,73.76,0,0
2010-05-05 10:00:00,283.0,2,10,16,18.0,997.0,SE,76.89,0,0
2010-05-05 11:00:00,282.0,2,11,17,20.0,997.0,SE,78.68,0,0
2010-05-05 12:00:00,260.0,2,12,16,22.0,997.0,cv,3.13,0,0
2010-05-05 13:00:00,70.0,2,13,8,24.0,996.0,NW,12.07,0,0
2010-05-05 14:00:00,32.0,2,14,7,26.0,996.0,NW,21.9,0,0
2010-05-05 15:00:00,13.0,2,15,7,26.0,996.0,NW,33.08,0,0
2010-05-05 16:00:00,9.0,2,16,6,25.0,996.0,NW,46.94,0,0
2010-05-05 17:00:00,7.0,2,17,6,24.0,997.0,NW,59.01,0,0
2010-05-05 18:00:00,11.0,2,18,3,21.0,999.0,NW,71.08,0,0
2010-05-05 19:00:00,14.0,2,19,0,18.0,1000.0,NW,84.04,0,0
2010-05-05 20:00:00,14.0,2,20,0,17.0,1002.0,NW,97.0,0,0
2010-05-05 21:00:00,14.0,2,21,-1,17.0,1003.0,NW,113.09,0,0
2010-05-05 22:00:00,12.0,2,22,-1,16.0,1004.0,NW,124.27,0,0
2010-05-05 23:00:00,10.0,2,23,-1,15.0,1004.0,NW,134.1,0,0
2010-05-06 00:00:00,16.0,3,0,-1,15.0,1005.0,NW,143.04,0,0
2010-05-06 01:00:00,9.0,3,1,-1,15.0,1006.0,NW,151.98,0,0
2010-05-06 02:00:00,10.0,3,2,-1,13.0,1007.0,NW,153.77,0,0
2010-05-06 03:00:00,10.0,3,3,0,12.0,1007.0,NE,3.13,0,0
2010-05-06 04:00:00,11.0,3,4,0,12.0,1008.0,NW,4.02,0,0
2010-05-06 05:00:00,13.0,3,5,0,13.0,1008.0,NW,8.04,0,0
2010-05-06 06:00:00,12.0,3,6,1,13.0,1009.0,NW,11.17,0,0
2010-05-06 07:00:00,17.0,3,7,1,15.0,1009.0,NW,18.32,0,0
2010-05-06 08:00:00,15.0,3,8,0,17.0,1009.0,NW,25.47,0,0
2010-05-06 09:00:00,19.0,3,9,2,19.0,1009.0,NW,32.62,0,0
2010-05-06 10:00:00,20.0,3,10,2,21.0,1008.0,NW,39.77,0,0
2010-05-06 11:00:00,16.0,3,11,2,23.0,1007.0,NW,45.58,0,0
2010-05-06 12:00:00,20.0,3,12,1,25.0,1006.0,NW,52.73,0,0
2010-05-06 13:00:00,17.0,3,13,1,26.0,1005.0,NW,59.88,0,0
2010-05-06 14:00:00,14.0,3,14,-1,28.0,1005.0,NW,67.03,0,0
2010-05-06 15:00:00,18.0,3,15,-1,28.0,1004.0,NW,75.08,0,0
2010-05-06 16:00:00,16.0,3,16,0,28.0,1004.0,NW,80.89,0,0
2010-05-06 17:00:00,16.0,3,17,0,27.0,1003.0,NW,88.04,0,0
2010-05-06 18:00:00,18.0,3,18,-2,27.0,1003.0,NW,93.85,0,0
2010-05-06 19:00:00,25.0,3,19,-3,26.0,1004.0,NW,97.87,0,0
2010-05-06 20:00:00,32.0,3,20,2,24.0,1004.0,SE,4.92,0,0
2010-05-06 21:00:00,35.0,3,21,2,23.0,1005.0,SE,9.84,0,0
2010-05-06 22:00:00,35.0,3,22,2,22.0,1005.0,SE,13.86,0,0
2010-05-06 23:00:00,41.0,3,23,0,23.0,1004.0,SE,22.8,0,0
2010-05-07 00:00:00,48.0,4,0,2,21.0,1003.0,SE,26.82,0,0
2010-05-07 01:00:00,50.0,4,1,2,20.0,1004.0,SE,30.84,0,0
2010-05-07 02:00:00,52.0,4,2,4,18.0,1003.0,SE,33.97,0,0
2010-05-07 03:00:00,57.0,4,3,4,19.0,1003.0,SE,37.99,0,0
2010-05-07 04:00:00,64.0,4,4,6,17.0,1002.0,SE,41.12,0,0
2010-05-07 05:00:00,66.0,4,5,6,17.0,1002.0,cv,0.89,0,0
2010-05-07 06:00:00,73.0,4,6,8,15.0,1002.0,NE,1.79,0,0
2010-05-07 07:00:00,72.0,4,7,8,17.0,1003.0,cv,0.89,0,0
2010-05-07 08:00:00,81.0,4,8,8,19.0,1004.0,SE,1.79,0,0
2010-05-07 09:00:00,85.0,4,9,8,21.0,1004.0,SE,3.58,0,0
2010-05-07 10:00:00,87.0,4,10,10,23.0,1003.0,cv,1.79,0,0
2010-05-07 11:00:00,165.0,4,11,0,25.0,1003.0,NW,8.94,0,0
2010-05-07 12:00:00,219.0,4,12,-2,26.0,1003.0,NW,18.77,0,0
2010-05-07 13:00:00,228.0,4,13,0,27.0,1002.0,NW,26.82,0,0
2010-05-07 14:00:00,204.0,4,14,-3,28.0,1002.0,NW,38.0,0,0
2010-05-07 15:00:00,173.0,4,15,-1,27.0,1002.0,NW,47.83,0,0
2010-05-07 16:00:00,126.0,4,16,-1,28.0,1002.0,NW,57.66,0,0
2010-05-07 17:00:00,130.0,4,17,-2,28.0,1002.0,NW,66.6,0,0
2010-05-07 18:00:00,115.0,4,18,-2,27.0,1003.0,NW,73.75,0,0
2010-05-07 19:00:00,58.0,4,19,1,23.0,1004.0,NW,76.88,0,0
2010-05-07 20:00:00,45.0,4,20,0,20.0,1005.0,NW,78.67,0,0
2010-05-07 21:00:00,30.0,4,21,2,19.0,1006.0,NW,80.46,0,0
2010-05-07 22:00:00,38.0,4,22,0,19.0,1006.0,NW,85.38,0,0
2010-05-07 23:00:00,48.0,4,23,0,16.0,1007.0,NW,89.4,0,0
2010-05-08 00:00:00,50.0,5,0,-1,18.0,1007.0,NW,90.29,0,0
2010-05-08 01:00:00,71.0,5,1,5,14.0,1007.0,NE,1.79,0,0
2010-05-08 02:00:00,49.0,5,2,6,14.0,1007.0,cv,0.89,0,0
2010-05-08 03:00:00,67.0,5,3,6,13.0,1007.0,NE,1.79,0,0
2010-05-08 04:00:00,59.0,5,4,7,15.0,1008.0,SE,1.79,0,0
2010-05-08 05:00:00,78.0,5,5,7,13.0,1008.0,cv,0.89,0,0
2010-05-08 06:00:00,140.0,5,6,8,12.0,1009.0,cv,1.78,0,0
2010-05-08 07:00:00,159.0,5,7,9,16.0,1009.0,cv,2.67,0,0
2010-05-08 08:00:00,191.0,5,8,10,18.0,1009.0,NW,1.79,0,0
2010-05-08 09:00:00,201.0,5,9,9,20.0,1009.0,SE,1.79,0,0
2010-05-08 10:00:00,203.0,5,10,9,22.0,1009.0,SE,3.58,0,0
2010-05-08 11:00:00,202.0,5,11,7,24.0,1009.0,cv,1.79,0,0
2010-05-08 12:00:00,163.0,5,12,4,24.0,1008.0,SE,4.92,0,0
2010-05-08 13:00:00,135.0,5,13,6,25.0,1007.0,SE,9.84,0,0
2010-05-08 14:00:00,119.0,5,14,7,25.0,1006.0,SE,13.86,0,0
2010-05-08 15:00:00,107.0,5,15,8,25.0,1005.0,SE,17.88,0,0
2010-05-08 16:00:00,110.0,5,16,7,24.0,1004.0,SE,23.69,0,0
2010-05-08 17:00:00,114.0,5,17,7,23.0,1004.0,SE,28.61,0,0
2010-05-08 18:00:00,132.0,5,18,7,23.0,1004.0,SE,33.53,0,0
2010-05-08 19:00:00,150.0,5,19,6,22.0,1004.0,SE,38.45,0,0
2010-05-08 20:00:00,154.0,5,20,5,21.0,1005.0,SE,42.47,0,0
2010-05-08 21:00:00,148.0,5,21,5,20.0,1006.0,SE,45.6,0,0
2010-05-08 22:00:00,144.0,5,22,6,19.0,1005.0,SE,48.73,0,0
2010-05-08 23:00:00,133.0,5,23,6,19.0,1007.0,cv,0.89,0,0
2010-05-09 00:00:00,139.0,6,0,11,15.0,1007.0,NW,1.79,0,1
2010-05-09 01:00:00,129.0,6,1,12,15.0,1004.0,SE,1.79,0,2
2010-05-09 02:00:00,122.0,6,2,12,14.0,1004.0,NW,4.02,0,0
2010-05-09 03:00:00,120.0,6,3,12,15.0,1005.0,NW,8.94,0,0
2010-05-09 04:00:00,129.0,6,4,10,16.0,1005.0,NW,14.75,0,0
2010-05-09 05:00:00,294.0,6,5,6,16.0,1006.0,NW,19.67,0,0
2010-05-09 06:00:00,100.0,6,6,3,15.0,1007.0,NW,27.72,0,0
2010-05-09 07:00:00,55.0,6,7,0,15.0,1008.0,NW,35.77,0,0
2010-05-09 08:00:00,32.0,6,8,-1,15.0,1008.0,NW,47.84,0,0
2010-05-09 09:00:00,19.0,6,9,-1,16.0,1008.0,NW,59.02,0,0
2010-05-09 10:00:00,18.0,6,10,-1,17.0,1008.0,NW,67.96,0,0
2010-05-09 11:00:00,14.0,6,11,0,19.0,1008.0,NW,73.77,0,0
2010-05-09 12:00:00,20.0,6,12,-1,20.0,1007.0,NW,81.82,0,0
2010-05-09 13:00:00,27.0,6,13,-3,21.0,1007.0,NW,93.0,0,0
2010-05-09 14:00:00,31.0,6,14,-2,22.0,1007.0,NW,100.15,0,0
2010-05-09 15:00:00,39.0,6,15,2,20.0,1007.0,NE,5.81,0,0
2010-05-09 16:00:00,28.0,6,16,-3,21.0,1007.0,NW,5.81,0,0
2010-05-09 17:00:00,56.0,6,17,-9,21.0,1007.0,NW,16.99,0,0
2010-05-09 18:00:00,53.0,6,18,-9,20.0,1007.0,NW,24.14,0,0
2010-05-09 19:00:00,59.0,6,19,-9,19.0,1008.0,NW,32.19,0,0
2010-05-09 20:00:00,82.0,6,20,-7,18.0,1009.0,NW,37.11,0,0
2010-05-09 21:00:00,108.0,6,21,-4,16.0,1009.0,NW,38.9,0,0
2010-05-09 22:00:00,117.0,6,22,-2,15.0,1009.0,cv,0.89,0,0
2010-05-09 23:00:00,126.0,6,23,0,14.0,1008.0,SE,1.79,0,0
2010-05-10 00:00:00,132.0,0,0,-2,14.0,1008.0,SE,4.92,0,0
2010-05-10 01:00:00,125.0,0,1,-1,13.0,1007.0,SE,6.71,0,0
2010-05-10 02:00:00,96.0,0,2,0,12.0,1006.0,cv,0.89,0,0
2010-05-10 03:00:00,40.0,0,3,3,11.0,1006.0,SE,1.79,0,0
2010-05-10 04:00:00,46.0,0,4,5,10.0,1005.0,SE,3.58,0,0
2010-05-10 05:00:00,50.0,0,5,4,8.0,1005.0,cv,0.89,0,0
2010-05-10 06:00:00,58.0,0,6,6,8.0,1005.0,cv,1.78,0,0
2010-05-10 07:00:00,55.0,0,7,6,12.0,1004.0,NE,1.79,0,0
2010-05-10 08:00:00,50.0,0,8,6,15.0,1004.0,NE,3.58,0,0
